data_apontamento,codigo_matricula_colaborador_apontado,codigo_filial_apontada,codigo_projeto_apontado,codigo_cliente_projeto,codigo_segmento_mercado,indicador_tipo_hora_trabalhada,quantidade_horas_trabalhadas,tipo_despesa_apontada,valor_despesa_apontada
01/06/2024,941,F2,100,67,7,HN,7.89,2,52.24
14/06/2024,427,M1,35,10,6,HE,7.14,1,35.82
11/06/2024,325,M1,168,12,1,HE,6.81,1,125.74
06/06/2024,280,F3,115,46,6,HN,7.12,1,87.37
03/06/2024,281,F2,205,70,7,HN,7.93,3,11.53
22/06/2024,640,F2,104,80,5,HN,2.12,4,30.94
25/06/2024,647,F3,29,60,1,HN,1.19,3,63.25
15/06/2024,66,M1,31,3,6,HE,2.89,4,38.99
29/06/2024,427,F3,228,61,6,HN,2.78,2,146.89
10/06/2024,322,F2,35,50,2,HE,1.71,1,116.98
18/06/2024,472,F3,27,39,1,HN,2.54,3,35.07
15/06/2024,825,M1,129,48,5,HN,6.39,4,2.44
14/06/2024,751,M1,35,47,3,HN,3.19,3,1.37
13/06/2024,81,M1,67,7,3,HN,1.43,2,135.76
04/06/2024,410,F3,161,31,1,HN,4.69,1,12.22
24/06/2024,27,F2,246,75,6,HN,3.46,5,141.5
17/06/2024,934,M1,172,87,4,HE,7.77,3,105.77
23/06/2024,245,F2,210,4,7,HN,6.22,1,119.61
09/06/2024,321,F3,250,35,7,HE,3.54,5,123.26
07/06/2024,550,F3,217,50,5,HN,4.66,5,117.28
08/06/2024,632,F3,209,69,3,HN,1.4,4,3.68
20/06/2024,658,M1,104,63,6,HN,1.17,1,79.43
17/06/2024,916,F3,57,6,4,HN,6.23,5,44.84
08/06/2024,936,M1,29,17,6,HN,1.83,2,16.99
05/06/2024,626,M1,7,60,3,HN,3.64,1,3.98
28/06/2024,108,F2,100,87,1,HE,6.1,3,83.57
27/06/2024,716,M1,72,71,3,HE,5.26,1,23.77
17/06/2024,811,M1,183,83,5,HE,6.99,4,75.38
14/06/2024,389,M1,146,29,2,HE,2.15,4,88.98
21/06/2024,669,F2,27,85,3,HE,1.26,3,118.46
29/06/2024,411,F3,221,44,3,HE,6.69,4,114.74
04/06/2024,381,F3,134,51,5,HN,1.62,2,48.71
21/06/2024,134,F3,115,25,4,HN,6.64,1,32.8
10/06/2024,788,F3,47,30,4,HN,6.25,1,28.25
20/06/2024,554,M1,107,90,4,HN,3.03,2,143.33
18/06/2024,41,F3,39,44,3,HE,4.56,1,118.1
20/06/2024,71,F2,105,67,5,HN,6.51,5,84.08
07/06/2024,722,M1,116,43,1,HN,4.73,5,123.16
27/06/2024,62,F3,134,60,7,HE,4.81,1,94.08
23/06/2024,548,M1,97,57,7,HN,3.76,1,84.15
21/06/2024,503,F2,69,96,2,HE,6.28,1,42.0
06/06/2024,369,M1,75,39,4,HE,5.56,1,19.88
05/06/2024,87,F2,91,53,4,HN,1.12,5,108.36
14/06/2024,566,F2,36,81,6,HN,6.52,2,137.85
10/06/2024,226,M1,86,48,3,HN,4.84,3,119.91
29/06/2024,730,F3,23,24,5,HN,4.44,3,136.34
09/06/2024,254,F2,67,67,5,HN,3.52,5,147.5
13/06/2024,273,M1,223,16,1,HE,1.75,2,96.23
13/06/2024,609,M1,246,94,6,HE,2.95,3,9.48
02/06/2024,446,F3,214,68,3,HN,1.55,3,42.93
18/06/2024,178,M1,157,76,3,HE,3.2,3,114.18
